cabinet_proportion,seats_proportion,caretaker,sq_cabinet,sq_pm,miw_proportion,banzhaf,shapley,splus,left_rightx,left_righty,prime_minister,party_count,post_election,enpp,mingov,bicameral,lag_largest_parl,lag_largest_cab,B,B_star,C,D,E
0.46153846,0.32750398,0,1,1,0.32750398,0.42664912,0.41631284,0.41999736,5.6611111,5.4,0,16,1,5.7116132,0,1,1,1,0,0,0,0,1
0.23809524,0.065088756,0,1,0,0.090909094,0.07692308,0.06666667,0.058469865,5.3055556,5.8,0,7,1,4.0667806,0,0,0,0,1,0,0,0,0
0,0.0049261083,0,0,0,0.0060422961,0.002693966,0.001948052,0.003534564,5.4000001,,0,12,1,5.3029213,0,1,0,0,0,0,0,1,0
0,0.063492067,0,1,0,0.07692308,0.041666668,0.033333331,0.041207545,,,0,6,1,3.9492538,0,0,0,0,1,0,0,0,0
0.045454547,0.023923445,0,1,0,0.027932961,0.024563996,0.021472972,0.021307383,2.6337037,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.0066666668,1,0,0,0.0066666668,0.0084068943,0.008008658,0.0061220359,,,0,12,1,8.4206591,1,1,0,0,0,0,0,0,1
0,0.061904762,0,0,0,0.062300321,0.07810133,0.066830978,0.066594571,0.95500001,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.062857144,0,0,0,0.052631579,0.034482758,0.028571429,0.041654881,2.1851429,1.9,0,8,1,5.1061354,1,0,0,0,0,0,0,1,0
0,0.12,0,0,0,0.12,0.12003455,0.11868687,0.11823518,6.5622222,,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0,0.23472668,0,1,0,0.2,0.16666667,0.16666667,0.16694997,3.5988889,3.3,0,6,0,4.8344789,0,1,1,1,1,0,0,0,0
0,0.074712642,0,0,0,0.094594598,0.077272728,0.060714286,0.062890023,2.1851429,1.9,0,10,1,4.7334909,1,0,0,0,1,0,0,0,0
0,0.014150944,0,0,0,0.014150944,0.012773723,0.011507937,0.012715666,2.9113333,4.5,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0,0.013333334,0,0,0,0.015151516,0.01059322,0.01031746,0.012018758,8.4472222,9.2,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0.33333334,0.19597989,0,1,0,0.2,0.218894,0.22619048,0.21703389,7.1597778,7.2,0,11,1,4.8971596,0,0,0,0,1,0,0,0,0
0,0.028571429,0,0,0,0.04109589,0.035242289,0.031746034,0.026844539,1,,0,11,1,4.9195457,1,0,0,0,0,0,0,1,0
0,0.07333333,0,0,0,0.083333336,0.052631579,0.049603175,0.048773497,2.0366666,,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.053333335,0,1,0,0.05882353,0.028169014,0.031349204,0.030172499,8.375,,0,9,1,4.7448335,0,1,0,0,0,0,0,1,0
0.14285715,0.059999999,0,0,0,0.059999999,0.058918484,0.057720058,0.056585077,2.8282222,4.5,0,11,1,9.050684,0,1,0,0,0,0,0,0,1
0,0.071633235,0,0,0,0.11764706,0.12096774,0.10714286,0.092616811,3.3733334,,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0,0.07272727,0,0,0,0.090909094,0.027027028,0.047619049,0.050667077,3.6788889,3.6,0,7,1,2.8921075,1,1,0,0,1,1,0,0,0
0,0.24120604,0,1,1,0.23404256,0.25560537,0.26587301,0.27043316,3.4931111,3,0,10,1,5.2452135,0,0,1,1,0,0,0,1,0
0,0.1183432,0,0,0,0.11764706,0.069767445,0.085714288,0.09619157,3.6788889,3.6,0,7,1,3.0063276,0,1,0,0,1,0,0,0,0
0.10526316,0.050251257,0,1,0,0.068965517,0.061538462,0.057142857,0.059953291,3.7008333,,0,9,1,5.830904,0,0,0,0,0,0,0,0,1
0.78260869,0.44869214,0,1,1,0.40000001,0.5,0.5,0.49994999,6.1757778,6.7,1,5,1,3.4715192,0,1,0,1,1,1,0,0,0
0,0.01183432,0,0,0,0,0,0,0.010674647,4.7,4,0,7,1,4.0667806,0,0,0,0,1,0,0,0,0
0,0.0060975607,0,0,0,0,0,0,0.0092668114,,,0,8,1,2.9687567,1,1,0,0,1,0,0,0,0
0,0.0015873016,0,,,0.0015974441,0.001754088,0.00142496,0.0014867689,,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0.35294119,0.14951769,0,0,0,0.2,0.16666667,0.16666667,0.16694164,5.8064444,5.1,0,6,0,4.8344789,0,1,0,0,1,0,0,0,0
0.38461539,0.14626391,0,1,0,0.14626391,0.1301337,0.13822427,0.1376285,3.7722222,3.1,1,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0,0.026666667,0,0,0,0.022727273,0.016949153,0.01626984,0.022637658,6.315,,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.02,0,0,0,0.030612245,0.028614458,0.027741702,0.026719734,9.4097222,,0,12,1,5.4164662,0,1,0,0,0,0,0,0,1
0.15000001,0.088825218,0,0,0,0.090909094,0.07692308,0.076190479,0.078792118,5.7886666,5.9,0,7,1,4.1926613,1,0,0,0,0,0,0,1,0
0,0.39393941,0,1,1,0.37142858,0.55208331,0.5404762,0.54334867,3.2388889,3,0,8,1,4.3608842,1,0,1,1,1,0,0,0,0
0,0.0031746032,0,,,0.0031948881,0.0035240001,0.002870233,0.0029239261,,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.14761905,0,0,0,0.14754099,0.14786968,0.14527418,0.14288972,7.9855557,,0,11,1,6.0889177,1,1,0,0,0,0,0,0,1
0,0.034285713,0,0,0,0.052631579,0.034482758,0.028571429,0.027164664,1,,0,8,1,5.1061354,1,0,0,0,0,0,0,1,0
0,0.1030303,0,1,0,0.10344828,0.04878049,0.071428575,0.074371211,3.6788889,3.6,0,9,1,2.9926152,1,1,0,0,1,0,0,0,0
0.28,0.093333334,1,0,0,0.093333334,0.088222511,0.087012984,0.087687775,3.3511111,,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0.083333336,0.0063492064,0,,,0.0063897762,0.006988354,0.0057444358,0.005765486,,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0.25,0.12,1,1,0,0.12,0.1185372,0.11818182,0.11815639,6.8216666,7.6,0,12,1,8.4206591,1,1,0,0,0,0,0,0,1
0.35714287,0.20666666,0,0,0,0.18367347,0.19829318,0.18975469,0.19033204,7.2037778,7.4,0,12,1,5.4164662,0,1,0,0,0,0,0,0,1
0,0.20100503,0,1,0,0.21212122,0.27962086,0.25396827,0.24843833,5.8053333,5.2,0,10,1,4.9480457,0,0,0,0,0,0,0,1,0
0,0.0086956518,0,0,0,0.1,0.027777778,0.033333331,0.021691164,2.1710526,,0,6,1,2.6131198,1,0,0,0,1,1,0,0,0
0.06666667,0.045226131,0,1,0,0.060606062,0.023696681,0.027777778,0.029370237,6.3916667,5.8,0,10,1,4.9480457,0,0,0,0,0,0,0,1,0
0.42857143,0.28666666,0,0,0,0.28787878,0.35805085,0.34960318,0.34385374,5.8017777,5.7,1,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.063037246,0,0,0,0.06666667,0.043478262,0.03809524,0.035079349,5.7886666,5.9,0,7,1,4.2252402,1,0,0,0,1,0,0,0,0
0.28,0.21666667,0,1,0,0.15000001,0.10869565,0.11666667,0.1256641,3.9473684,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0,0.062200956,0,0,0,0.072625697,0.06522397,0.058116883,0.057611357,6.1666667,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.063218392,0,0,0,0.067567565,0.050000001,0.039285716,0.049742289,9.0063492,8.7,0,10,1,4.7334909,1,0,0,0,1,0,0,0,0
0,0.068571426,0,0,0,0.090909094,0.093220338,0.083333336,0.073819645,2.1851429,1.9,0,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0,0.046666667,0,0,0,0.052238807,0.04855372,0.045634922,0.04514632,2.0366666,,0,10,1,5.5391431,0,1,0,0,0,0,0,0,1
0,0.053333335,1,0,0,0.053333335,0.051702395,0.05036075,0.051221203,2.9113333,4.5,0,12,1,8.4206591,1,1,0,0,0,0,0,0,1
0.06666667,0.045226131,0,0,0,0.047058824,0.034562211,0.026190476,0.02598149,3.7008333,,0,11,1,4.8971596,0,0,0,0,1,0,0,0,0
0,0.06666667,0,1,0,0.06666667,0.064568199,0.063275613,0.063241869,5.5811111,6.3,0,11,1,9.050684,0,1,0,0,0,0,0,0,1
0,0.0060606059,0,0,0,0,0,0,0.0046909591,,,0,7,1,4.2347178,1,0,0,0,1,0,0,0,0
0,0.1758794,0,1,1,0.13793103,0.13846155,0.14285715,0.14801019,5.8053333,5.2,0,9,1,5.830904,0,0,1,1,0,0,0,0,1
0.19047619,0.16256158,0,0,0,0.16012084,0.16540948,0.15598845,0.15374339,7.9855557,,0,12,1,5.3029213,0,1,0,0,0,0,0,1,0
0,0.06666667,0,0,0,0.06666667,0.061553031,0.057142857,0.058747262,2.0366666,,0,10,1,6.7446041,1,1,0,0,0,0,0,0,1
0,0.0066666668,0,0,0,0.019607844,0.0070588239,0.0051587299,0.0065932302,8.2962964,9.2,0,9,1,3.7525017,0,1,0,0,1,0,0,0,0
0,0.15757576,0,0,0,0.14285715,0.15254237,0.15238096,0.15604761,9.2444444,9.4,0,8,1,5.3518772,1,0,0,0,0,0,0,0,1
0.64705884,0.38424438,0,1,1,0.40000001,0.5,0.5,0.49957505,6.1757778,6.7,1,6,0,4.8344789,0,1,0,0,1,0,0,0,0
0,0.060606062,0,0,0,0.047619049,0.016949153,0.01904762,0.026911477,5.3055556,5.8,0,8,1,5.3518772,1,0,0,0,0,0,0,0,1
0,0.1147541,0,0,0,0.14285715,0.14285715,0.13333334,0.1407626,2.4916667,,0,5,1,3.3789728,0,1,0,0,0,0,0,1,0
0.5,0.22222222,0,1,0,0.22222222,0.23076923,0.23333333,0.23965603,1.4473684,,0,5,1,4.1822972,0,0,0,0,1,0,0,0,0
0,0.014150944,1,0,0,0.014150944,0.014809369,0.013980464,0.01295125,6.1259259,5.6,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.028301887,0,0,0,0.028301887,0.02919708,0.026984127,0.026223799,2.8282222,4.5,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0,0.022857143,0,0,0,0.030303031,0.02542373,0.02142857,0.02060782,5.8095237,6.2,0,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0,0.074498564,0,1,0,0.090909094,0.027027028,0.047619049,0.05651911,6.1551111,5.5,0,7,1,3.5041573,1,0,0,0,1,1,0,0,0
0.5,0.27333334,0,1,1,0.27611941,0.31508264,0.31547618,0.31934148,5.8017777,5.7,1,10,1,5.5391431,0,1,1,1,0,0,0,0,1
0.15789473,0.065088756,0,0,0,0.06666667,0.054545455,0.052380953,0.053915799,5.3055556,5.8,0,7,1,4.5617313,0,0,0,0,0,0,0,1,0
0,0.0060975607,0,0,0,0,0.0095238099,0.0071428572,0.0074380659,,,0,7,0,3.4969542,0,1,0,0,1,0,0,0,0
0,0.0060606059,0,0,0,0,0,0,0.0056166998,0.36666667,,0,8,1,4.0411162,1,0,0,0,1,0,0,0,0
0,0.087440379,0,0,0,0.087440379,0.084173992,0.070902705,0.071093857,7.6605556,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0,0.017460318,0,0,0,0.017571885,0.019307137,0.016105343,0.016154896,2.6337037,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.013333334,0,0,0,0.020408163,0.019076305,0.018506493,0.01776142,8.4472222,9.2,0,12,1,5.4164662,0,1,0,0,0,0,0,0,1
0.2857143,0.17333333,0,0,0,0.17424242,0.15889831,0.15992063,0.16145357,8.375,,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.033333335,1,0,0,0.033333335,0.031105507,0.030483404,0.02989275,2.8282222,4.5,0,12,1,8.4206591,1,1,0,0,0,0,0,0,1
0,0.039999999,0,0,0,0.039999999,0.038860105,0.038528141,0.037635937,2.9113333,4.5,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0,0.20100503,0,1,0,0.2,0.25925925,0.23809524,0.23159744,7.1597778,7.2,0,9,1,4.9297509,0,0,0,0,0,0,0,1,0
0,0.12571429,0,0,0,0.15151516,0.16101696,0.15000001,0.1584819,8.4590475,,0,9,1,4.6754708,1,0,0,0,0,0,0,1,0
0.25,0.16666667,0,1,1,0.16666667,0.16637169,0.16666667,0.16972354,6.9802778,7.8,1,10,1,7.0268583,0,1,1,1,0,0,0,0,1
0.045454547,0.015948962,0,0,0,0.018621974,0.016095972,0.014388389,0.01405288,5.285,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.0049261083,0,0,0,0.0060422961,0.002693966,0.001948052,0.003528265,5.43,,0,12,1,5.3029213,0,1,0,0,0,0,0,1,0
0,0.052941177,0,0,0,0.03846154,0.017241379,0.014285714,0.019782307,4.9697778,4.8,0,9,1,5.5655723,1,0,0,0,0,0,0,1,0
0,0.033018868,1,0,0,0.033018868,0.030984139,0.030538905,0.030457465,2.8282222,4.5,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.14285715,0,0,0,0.11111111,0.07692308,0.06666667,0.06647335,3.8888889,,0,5,1,4.1822972,0,0,0,0,1,0,0,0,0
0,0.054054055,0,0,0,0.054054055,0.044643164,0.04109918,0.041280292,9.1777778,9.1,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.30769232,0.18867925,0,0,0,0.18867925,0.19890511,0.20476191,0.20239609,3.1588889,2.5,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0.63157892,0.27058825,0,1,1,0.26923078,0.27586207,0.29523811,0.29524714,7.2685714,6.7,1,9,1,5.5655723,1,0,1,1,0,0,0,1,0
0,0.13939394,0,0,0,0.14285715,0.11458334,0.12619047,0.12380702,7.7388889,7.7,0,8,1,4.3608842,1,0,0,0,1,0,0,0,0
0,0.37704918,1,0,0,0.2,0.16666667,0.16666667,0.17996533,3.6593333,3,0,4,1,2.8832545,0,1,1,0,1,1,0,0,0
0.13636364,0.068767905,0,0,0,0.086956523,0.074074075,0.071428575,0.075945973,7.0141667,,0,7,1,4.1492419,0,0,0,0,0,0,0,1,0
0,0.11666667,0,0,0,0.15000001,0.10869565,0.11666667,0.1215845,1.5789474,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0.5,0.27793697,0,0,0,0.17391305,0.14814815,0.17142858,0.1777558,7.7642222,7.7,1,7,1,4.1492419,0,0,0,0,0,0,0,1,0
0,0.045714285,0,0,0,0.05479452,0.052863438,0.047619049,0.046017896,5.6089948,5.7,0,11,1,4.9195457,1,0,0,0,0,0,0,1,0
0.18181819,0.080229223,0,0,0,0.13043478,0.11111111,0.10476191,0.098650374,6.1551111,5.5,0,7,1,4.1492419,0,0,0,0,0,0,0,1,0
0.16666667,0.11904762,0,1,0,0.11885246,0.10877193,0.10598846,0.10563746,,,1,11,1,6.0889177,1,1,0,0,0,0,0,0,1
0.096774191,0.033386327,0,1,0,0.05060241,0.039304923,0.028396603,0.02785573,4.9703704,4.8,0,14,1,4.0743632,0,1,0,0,1,0,0,0,0
0,0.13714285,0,0,0,0.15789473,0.1724138,0.16190477,0.15008238,8.4590475,,0,8,1,5.1061354,1,0,0,0,0,0,0,1,0
0,0.063037246,0,0,0,0.090909094,0.027027028,0.047619049,0.055695858,1.5791111,1.2,0,7,1,3.5041573,1,0,0,0,1,1,0,0,0
0.06666667,0.01183432,0,1,0,0.05882353,0.023255814,0.01904762,0.021769013,7.9902778,,0,7,1,3.0063276,0,1,0,0,1,0,0,0,0
0,0.065217391,0,0,0,0.11111111,0.07692308,0.06666667,0.077873878,2.2233333,,0,5,1,3.13166,1,0,0,0,1,0,0,0,0
0,0.063037246,0,0,0,0.086956523,0.074074075,0.071428575,0.067726798,1.5791111,1.2,0,7,1,4.1492419,0,0,0,0,0,0,0,1,0
0.33333334,0.18396227,1,1,1,0.18396227,0.19588278,0.19792707,0.19820966,5.7286666,5.8,1,13,1,8.4133282,0,1,1,1,0,0,0,0,1
0,0.0015873016,0,,,0.0015974441,0.001754088,0.00142496,0.001461841,,,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0.41666666,0.20666666,0,0,0,0.20666666,0.21685606,0.22261904,0.2199484,7.2037778,7.4,1,10,1,6.7446041,1,1,0,0,0,0,0,0,1
0,0.32091689,0,0,0,0.27450982,0.29838711,0.32142857,0.31242198,3.3653333,2.9,0,8,1,4.5371952,1,0,1,0,0,0,0,1,0
0,0.09714286,0,0,0,0.10526316,0.10344828,0.095238097,0.092224821,4.9697778,4.8,0,8,1,5.1061354,1,0,0,0,0,0,0,1,0
0,0.15333334,0,1,1,0.15151516,0.13983051,0.13690476,0.13726802,3.5371111,2.6,0,10,0,5.7929969,0,1,1,1,0,0,0,0,1
0.083333336,0.068767905,0,1,0,0.098039217,0.10483871,0.092857145,0.085517757,6.1551111,5.5,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0,0.020667726,0,0,0,0.031325303,0.023169218,0.016899766,0.016465006,3.065,2.3,0,14,1,4.0743632,0,1,0,0,1,0,0,0,0
0,0.19597989,0,0,0,0.1724138,0.16923077,0.17142858,0.17936182,6.3916667,5.8,0,9,1,5.830904,0,0,0,0,0,0,0,0,1
0.21052632,0.036363635,0,0,0,0.028571429,0.010416667,0.0071428572,0.015302398,4.7,4,0,8,1,4.3608842,1,0,0,0,1,0,0,0,0
0,0.013333334,0,0,0,0.013333334,0.010362694,0.00995671,0.013259525,9.8888893,,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0,0.024242423,0,0,0,0.090909094,0.027027028,0.047619049,0.040988043,1.8,1.8,0,7,1,2.8921075,1,1,0,0,1,1,0,0,0
0,0.048710603,0,0,0,0.06666667,0.043478262,0.03809524,0.034219436,3.3733334,,0,7,1,4.2252402,1,0,0,0,1,0,0,0,0
0.10526316,0.045226131,0,1,0,0.068965517,0.061538462,0.057142857,0.053737246,6.3257778,6.1,0,9,1,5.830904,0,0,0,0,0,0,0,0,1
0,0.056603774,1,0,0,0.056603774,0.055981517,0.054564878,0.053477675,9.7272223,9.8,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0.05882353,0.040201005,0,0,0,0.04255319,0.031390134,0.03015873,0.028243564,7.2257778,6.8,0,10,1,5.2452135,0,0,0,0,0,0,0,1,0
0,0.19333333,0,0,0,0.2037037,0.24027459,0.22460318,0.22829887,5.8017777,5.7,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.016666668,0,0,0,0,0,0,0.010058994,0.87719302,,0,6,0,4.3373494,0,0,0,0,1,0,0,0,0
0.52941179,0.3615635,0,1,1,0.2857143,0.2857143,0.30000001,0.29998001,3.5988889,3.3,0,6,1,4.0520649,0,1,1,1,0,0,0,1,0
0.23809524,0.16509435,1,1,0,0.16509435,0.16794455,0.17148407,0.17275754,3.1588889,2.5,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0.47368422,0.15151516,0,0,0,0.14285715,0.11458334,0.12619047,0.12475074,6.1333333,6.1,1,8,1,4.3608842,1,0,0,0,1,0,0,0,0
0,0.14,0,0,0,0.14,0.14162348,0.14249639,0.14102358,6.9802778,7.8,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0,0.051428571,0,1,0,0.057142857,0.052631579,0.047619049,0.043940727,5.6089948,5.7,0,9,1,5.544385,1,0,0,0,0,0,0,1,0
0,0.035175879,0,0,0,0.047058824,0.034562211,0.026190476,0.022095924,7.2257778,6.8,0,11,1,4.8971596,0,0,0,0,1,0,0,0,0
0.19047619,0.084905662,1,1,0,0.084905662,0.079928577,0.079131976,0.080266677,5.5811111,6.3,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0.30000001,0.19333333,0,1,1,0.19333333,0.20466322,0.2067821,0.20947812,5.7286666,5.8,1,11,1,8.0299788,0,1,1,1,0,0,0,0,1
0.5,0.17142858,0,0,0,0.14285715,0.10204081,0.12380952,0.13068835,7.1683492,7.3,1,9,1,4.5558085,1,0,0,1,1,0,0,0,0
0,0.084848486,0,0,0,0.090909094,0.027027028,0.047619049,0.050667077,7.9902778,,0,7,1,2.8921075,1,1,0,0,1,1,0,0,0
0,0.033333335,0,0,0,0.033333335,0.03195164,0.03138528,0.030884231,2.8282222,4.5,0,11,1,8.0299788,0,1,0,0,0,0,0,0,1
0.42857143,0.2,0,1,1,0.2,0.1754386,0.2,0.19529249,7.1683492,7.3,1,9,1,5.544385,1,0,0,1,0,0,0,1,0
0,0.06666667,0,0,0,0.1,0.065217391,0.06666667,0.056652669,6.3157895,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0.58333331,0.30659026,0,1,1,0.23529412,0.21774194,0.25,0.25901017,7.7642222,7.7,1,8,1,4.5371952,1,0,0,1,0,0,0,1,0
0,0.055643879,0,0,0,0.055643879,0.045840029,0.042206407,0.042374801,0.95500001,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.58333331,0.14,0,1,1,0.14,0.13920455,0.14325397,0.13918152,5.8017777,5.7,0,10,1,6.7446041,1,1,1,1,0,0,0,0,1
0.47058824,0.26633167,0,1,0,0.26666668,0.2962963,0.30476192,0.29606026,3.4931111,3,0,9,1,4.9297509,0,0,1,1,0,0,0,1,0
0,0.085714288,0,0,0,0.11428571,0.081632651,0.076190479,0.07752344,2.1851429,1.9,0,9,1,4.5558085,1,0,0,0,1,0,0,0,0
0.1,0.028735632,0,0,0,0.027027028,0.022727273,0.017857144,0.022205278,5.6089948,5.7,0,10,1,4.7334909,1,0,0,0,1,0,0,0,0
0,0.12048193,0,1,1,0.14285715,0.090909094,0.1,0.096791752,5.9926667,6.3,0,7,1,3.4557312,0,1,1,1,1,0,0,0,0
0,0.057306591,0,0,0,0.078431375,0.072580643,0.06428571,0.061149243,,,0,8,1,4.5371952,1,0,0,0,0,0,0,1,0
0,0.072916664,0,0,0,0.2,0.16666667,0.16666667,0.16811985,2.8744444,2.8,0,6,1,3.4458909,0,1,0,0,1,0,0,0,0
0.1923077,0.1509434,0,0,0,0.1509434,0.13686131,0.13730159,0.14175633,3.3017778,2.9,0,11,1,7.1317043,0,1,0,0,0,0,0,0,1
0,0.019077901,0,0,0,0.019077901,0.015952537,0.015430403,0.015388553,,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0,0.015075377,0,0,0,0,0,0,0.010384081,6.3916667,5.8,0,9,1,4.9297509,0,0,0,0,0,0,0,1,0
0.1,0.045226131,0,1,0,0.052631579,0.019230768,0.023809524,0.031945735,6.3257778,6.1,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0,0.13753581,0,0,0,0.13333334,0.086956523,0.10476191,0.10133106,6.1551111,5.5,0,7,1,4.2252402,1,0,0,0,1,0,0,0,0
0,0.026666667,1,0,0,0.026666667,0.025641026,0.0247114,0.024339193,2.8282222,4.5,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0,0.016666668,0,0,0,0.050000001,0.021739131,0.016666668,0.011602173,0.87719302,,0,6,1,3.6290324,0,0,0,0,1,0,0,0,0
0,0.06666667,1,0,0,0.06666667,0.065623641,0.065187588,0.063538603,5.5811111,6.3,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0.045454547,0.028708134,0,0,0,0.033519555,0.029604489,0.025682651,0.02586475,4.3905815,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.022222223,0,1,0,0.022364218,0.024634726,0.020691035,0.020756351,3.7722222,3.1,0,21,1,7.6707511,0,1,0,0,0,0,0,0,1
0,0.0066666668,1,0,0,0.0066666668,0.0065189051,0.0060606059,0.007353907,9.8888893,,0,11,1,7.9113922,1,1,0,0,0,0,0,0,1
0.31999999,0.12,1,1,0,0.12,0.11777488,0.1183622,0.11722241,6.9802778,7.8,1,11,1,7.9113922,1,1,1,1,0,0,0,0,1
0,0.12320917,0,0,0,0.13333334,0.12727273,0.11904762,0.13353308,1.5791111,1.2,0,7,1,4.293757,1,0,0,0,0,0,0,1,0
0.53333336,0.36065573,0,1,1,0.2857143,0.2857143,0.30000001,0.28763956,6.3666666,5.8,0,5,1,3.3789728,0,1,1,1,0,0,0,1,0
0,0.0060975607,0,0,0,0,0,0,0.0095641632,2.4211111,,0,8,1,2.9687567,1,1,0,0,1,0,0,0,0
0,0.0015898251,0,0,0,0.0015898251,0.001453339,0.001846764,0.00138719,,,0,16,1,5.7116132,0,1,0,0,0,0,0,0,1
0.5,0.28415301,0,0,0,0.33333334,0.33333334,0.33333334,0.33333334,8.2955556,6.8,0,4,1,3.4071624,0,1,0,0,0,0,1,0,0
0,0.0063795852,0,0,0,0.0074487897,0.0068214661,0.0053724051,0.0055101621,5.4000001,,0,17,1,5.0764861,0,1,0,0,0,0,0,1,0
0,0.074285716,0,0,0,0.09589041,0.083700441,0.080158733,0.076100171,8.4590475,,0,11,1,4.9195457,1,0,0,0,0,0,0,1,0
0,0.033333335,0,0,0,0.06666667,0.029126214,0.026190476,0.021090273,,,0,7,0,3.7735848,0,0,0,0,1,0,0,0,0
0,0.014150944,1,0,0,0.014150944,0.014809369,0.013980464,0.012980897,,,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.012048192,0,0,0,0,0,0,0.0032861,1.3333334,,0,7,1,3.4557312,0,1,0,0,1,0,0,0,0
0,0.18674698,0,0,0,0.090909094,0.027027028,0.047619049,0.039371062,6.4893333,6.8,0,8,1,3.3368855,0,1,0,0,1,0,0,0,0
0,0.033333335,0,0,0,0.05102041,0.048192769,0.049386725,0.046227597,2.0366666,,0,12,1,5.4164662,0,1,0,0,0,0,0,0,1
0,0.06666667,0,0,0,0.06818182,0.05720339,0.064682543,0.062717818,2.0366666,,0,10,0,5.7929969,0,1,0,0,0,0,0,0,1
0,0.085427135,0,0,0,0.052631579,0.019230768,0.023809524,0.03367199,2.3719444,,0,9,1,5.1308365,0,0,0,0,0,0,0,1,0
0.5625,0.42682928,0,0,0,0.33333334,0.3904762,0.40714285,0.42139834,5.9926667,6.3,1,7,0,3.4969542,0,1,1,1,1,0,0,0,0
0,0.02,0,0,0,0.027777778,0.016018307,0.01626984,0.013821039,8.4472222,9.2,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.045845274,0,0,0,0.090909094,0.07692308,0.076190479,0.067506582,1.5791111,1.2,0,7,1,4.1926613,1,0,0,0,0,0,0,1,0
0.2,0.093333334,0,1,0,0.083333336,0.052631579,0.049603175,0.05054903,4.4204445,4.4,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.013333334,0,0,0,0.018518519,0.011441648,0.012698413,0.0093643414,8.1444444,9,0,9,1,4.8138638,0,1,0,0,0,0,0,1,0
0,0.0047169812,1,0,0,0.0047169812,0.0051465179,0.0047452552,0.0050782352,9.8888893,,0,13,1,8.4133282,0,1,0,0,0,0,0,0,1
0,0.11111111,0,1,0,0.095238097,0.1,0.1,0.10328086,,,0,7,1,5.3418574,0,0,0,0,0,0,0,0,1
0.51612902,0.37201908,0,1,1,0.3060241,0.35250309,0.39275724,0.39352834,5.6611111,5.4,1,14,1,4.0743632,0,1,1,1,1,0,0,0,0
0,0.16666667,0,1,0,0.2,0.16666667,0.16666667,0.1656701,7.3684211,,0,5,1,3.8054969,0,0,0,0,1,0,0,0,0
0.05882353,0.040201005,0,1,0,0.06666667,0.037037037,0.03809524,0.034300022,6.3257778,6.1,0,9,1,4.9297509,0,0,0,0,0,0,0,1,0
0.52631581,0.23030303,0,0,0,0.23809524,0.25423729,0.25238094,0.24968015,7.7388889,7.7,0,8,1,5.3518772,1,0,0,0,0,0,0,0,1
